Tarih,Ders,Hafta,Ders Numarası,Öğrenci,Durum
2024-11-29 09:38:29,turkce,1,1,123_mert,-
2024-11-29 09:38:29,turkce,1,1,312_mert,-
2024-11-29 09:38:29,turkce,1,1,543_ipek,-
2024-11-29 09:38:29,turkce,1,1,875_ipek,-
2024-11-29 09:38:29,turkce,1,1,31_mehmet,-
2024-11-29 09:38:29,turkce,1,1,12345_mertkf,-
2024-11-29 09:38:29,turkce,1,1,667_ipek,-
2024-11-29 10:17:48,turkce,1,1,1234_mert,+
2024-11-29 10:17:48,turkce,1,1,123_mert,-
2024-11-29 10:17:48,turkce,1,1,123_mert,-
2024-11-29 10:17:48,turkce,1,1,312_mert,-
2024-11-29 10:17:48,turkce,1,1,543_ipek,-
2024-11-29 10:17:48,turkce,1,1,875_ipek,-
2024-11-29 10:17:48,turkce,1,1,31_mehmet,-
2024-11-29 10:17:48,turkce,1,1,12345_mertkf,-
2024-11-29 10:17:48,turkce,1,1,667_ipek,+
2024-12-06 10:43:23,turkce,1,1,1234_mert,+
2024-12-06 10:43:23,turkce,1,1,1234_mert,+
2024-12-06 10:43:24,turkce,1,1,1234_mert,+
2024-12-06 10:43:25,turkce,1,1,1234_mert,+
2024-12-06 10:43:27,turkce,1,1,1234_mert,+
2024-12-06 10:43:28,turkce,1,1,1234_mert,+
2024-12-06 10:43:29,turkce,1,1,1234_mert,+
2024-12-06 10:43:30,turkce,1,1,1234_mert,+
2024-12-06 10:43:31,turkce,1,1,1234_mert,+
2024-12-06 10:43:32,turkce,1,1,1234_mert,+
2024-12-06 10:43:32,turkce,1,1,667_ipek,+
2024-12-06 10:43:34,turkce,1,1,1234_mert,+
2024-12-06 10:43:34,turkce,1,1,667_ipek,+
2024-12-06 10:43:36,turkce,1,1,1234_mert,+
2024-12-06 10:43:36,turkce,1,1,667_ipek,+
2024-12-06 10:43:38,turkce,1,1,1234_mert,+
2024-12-06 10:43:40,turkce,1,1,1234_mert,+
2024-12-06 10:43:41,turkce,1,1,1234_mert,+
2024-12-06 10:43:42,turkce,1,1,1234_mert,+
2024-12-06 10:43:44,turkce,1,1,1234_mert,+
2024-12-06 10:43:44,turkce,1,1,1234_mert,+
2024-12-06 10:43:45,turkce,1,1,123_mert,+
2024-12-06 10:43:47,turkce,1,1,1234_mert,+
2024-12-06 10:43:48,turkce,1,1,1234_mert,+
2024-12-06 10:43:49,turkce,1,1,1234_mert,+
2024-12-06 10:43:50,turkce,1,1,1234_mert,+
2024-12-06 10:43:51,turkce,1,1,1234_mert,+
2024-12-06 10:43:52,turkce,1,1,1234_mert,+
2024-12-06 10:43:53,turkce,1,1,31_mehmet,+
2024-12-06 10:43:54,turkce,1,1,1234_mert,+
2024-12-06 10:43:54,turkce,1,1,123_mert,+
2024-12-06 10:43:55,turkce,1,1,1234_mert,+
2024-12-06 10:43:55,turkce,1,1,31_mehmet,+
2024-12-06 10:43:57,turkce,1,1,1234_mert,+
2024-12-06 10:43:57,turkce,1,1,667_ipek,+
2024-12-06 10:43:59,turkce,1,1,1234_mert,+
2024-12-06 10:44:01,turkce,1,1,1234_mert,+
2024-12-06 10:44:02,turkce,1,1,1234_mert,+
2024-12-06 10:44:02,turkce,1,1,123_mert,+
2024-12-06 10:44:04,turkce,1,1,1234_mert,+
2024-12-06 10:44:05,turkce,1,1,1234_mert,+
2024-12-06 10:44:06,turkce,1,1,1234_mert,+
2024-12-06 10:44:07,turkce,1,1,1234_mert,+
2024-12-06 10:44:08,turkce,1,1,1234_mert,+
2024-12-06 10:44:10,turkce,1,1,1234_mert,+
2024-12-06 10:44:10,turkce,1,1,123_mert,+
2024-12-06 10:44:11,turkce,1,1,1234_mert,+
2024-12-06 10:44:12,turkce,1,1,1234_mert,+
2024-12-06 10:44:13,turkce,1,1,1234_mert,+
2024-12-06 10:44:13,turkce,1,1,31_mehmet,+
2024-12-06 10:44:14,turkce,1,1,1234_mert,+
2024-12-06 10:44:15,turkce,1,1,1234_mert,+
2024-12-06 10:44:16,turkce,1,1,1234_mert,+
2024-12-06 10:44:17,turkce,1,1,1234_mert,+
2024-12-06 10:44:18,turkce,1,1,1234_mert,+
2024-12-06 10:44:19,turkce,1,1,31_mehmet,+
2024-12-06 10:44:20,turkce,1,1,667_ipek,+
2024-12-06 10:44:21,turkce,1,1,667_ipek,+
2024-12-06 10:44:21,turkce,1,1,1234_mert,+
2024-12-06 10:44:22,turkce,1,1,667_ipek,+
2024-12-06 10:44:22,turkce,1,1,1234_mert,+
2024-12-06 10:44:25,turkce,1,1,1234_mert,+
2024-12-06 10:44:26,turkce,1,1,1234_mert,+
2024-12-06 10:44:27,turkce,1,1,1234_mert,+
2024-12-06 10:44:28,turkce,1,1,1234_mert,+
2024-12-06 10:44:53,turkce,1,1,1234_mert,+
2024-12-06 10:44:53,turkce,1,1,123_mert,-
2024-12-06 10:44:53,turkce,1,1,123_mert,-
2024-12-06 10:44:53,turkce,1,1,312_mert,-
2024-12-06 10:44:53,turkce,1,1,543_ipek,-
2024-12-06 10:44:53,turkce,1,1,875_ipek,-
2024-12-06 10:44:53,turkce,1,1,31_mehmet,-
2024-12-06 10:44:53,turkce,1,1,12345_mertkf,-
2024-12-06 10:44:53,turkce,1,1,667_ipek,-
2024-12-06 10:46:38,turkce,1,1,1234_mert,+
2024-12-06 10:46:38,turkce,1,1,123_mert,-
2024-12-06 10:46:38,turkce,1,1,123_mert,-
2024-12-06 10:46:38,turkce,1,1,312_mert,-
2024-12-06 10:46:38,turkce,1,1,543_ipek,-
2024-12-06 10:46:38,turkce,1,1,875_ipek,-
2024-12-06 10:46:38,turkce,1,1,31_mehmet,-
2024-12-06 10:46:38,turkce,1,1,12345_mertkf,-
2024-12-06 10:46:38,turkce,1,1,667_ipek,-
